STATION_ID,SITE_NAME,ZDALY_GAS_BRAND,ADDRESS,CITY,STATE,ZIP,COUNTY_NAME,PRICING_ZONE,CLUSTER_MEDIAN_PRICE,CLIENT_MARKET_PRICE,LATITUDE,LONGITUDE
"449,""6104 | (E-5 Silza Ensenada y Carr. Transpeninsular)"",Petro 7,Carretera Transpeninsular No. 8781,Ensenada,Baja California,""22785"",ZM Ensenada,""0_Baja_ia"",7.46,7.33,31.79353,-116.5928"
"18946,""6093 | (Blvd. Costero Lazaro Cardenas y Blancarte)"",Petro 7,Boulevard Lázaro Cárdenas No. 980,Ensenada,Baja California,""22800"",ZM Ensenada,""0_Baja_ia"",7.46,7.46,31.85952,-116.6226"
"548,""6058 | (Ensenada (E-4))"",Petro 7,Avenida Ámbar Y Reforma No. 1006,Ensenada,Baja California,""22810"",ZM Ensenada,""0_Baja_ia"",7.46,7.52,31.88323,-116.6105"
"584,""6126 | (San Diego y Novena (Nueva Esperanza))"",Petro 7,Avenida Misión de San Diego Y Calle Novena No. 3499,Mexicali,Baja California,""21399"",ZM Mexicali,""3_Baja_ia"",7.29,7.12,32.63511,-115.3865"
"22066,""6221 | (INDEPENDENCIA ESQ. MONTEJANO)"",Petro 7,"""",Mexicali,Baja California,""21090"",ZM Mexicali,""3_Baja_ia"",7.29,7.29,32.63633,-115.453"
"601,""6152 | (San Jorge (Calzada Hector Terán y Victor Toledano))"",Petro 7,Calzada Héctor Terán No. 1100,Mexicali,Baja California,""21337"",ZM Mexicali,""3_Baja_ia"",7.29,7.85,32.60843,-115.4722"
"457,""6057 | (Rosarito (R-2))"",Petro 7,Boulevard Benito Juárez No. 350,Playas De Rosarito,Baja California,""22710"",ZM Tijuana,""1_Baja_ia"",7.32,7.32,32.36537,-117.0592"
"605,""6084 | (T-24 Silza Tijuana y Gabriel Rodriguez)"",Petro 7,Cucapah No. 20028,Tijuana,Baja California,""22579"",ZM Tijuana,""2_Baja_ia"",7.7,6.88,32.51204,-116.9097"
"18905,""6071 | (Via rapida Y Gpe.Vic.)"",Petro 7,Avenida Via Rapida Oriente No. 14000,Tijuana,Baja California,""22320"",ZM Tijuana,""2_Baja_ia"",7.7,7.26,32.51606,-116.969"
"20009,""6280 | (CALZADA TECNOLOGICO Y UNIVERSIDAD)"",Petro 7,Calzada Tecnológico No. 13801,Tijuana,Baja California,""22350"",ZM Tijuana,""2_Baja_ia"",7.7,7.64,32.52993,-116.9705"
"5819,""6258 | (La Amistad)"",Petro 7,Boulevard Industrial No. 17515,Tijuana,Baja California,""22510"",ZM Tijuana,""2_Baja_ia"",7.7,7.7,32.53352,-116.9412"
"2607,""6035 | (El Realito)"",Petro 7,Carretera Tijuana-Tecate No. 22202,Tijuana,Baja California,""22710"",ZM Tijuana,""2_Baja_ia"",7.7,7.74,32.44479,-116.8697"
"5818,""6257 | (Blvd. Insurgentes)"",Petro 7,Boulevard Insurgentes No. 19381,Tijuana,Baja California,""22225"",ZM Tijuana,""2_Baja_ia"",7.7,7.76,32.46627,-116.9168"
"545,""6048 | (Blvd. Clouthier esq. Calle San Martín)"",Petro 7,Boulevard Manuel J. Clouthier No. 2 Mz. 14 S/N,Tijuana,Baja California,""22226"",ZM Tijuana,""2_Baja_ia"",7.7,7.81,32.49222,-116.9343"
"9005,""6056 | (T1 Vía Rápida Poniente esq. Pacífico)"",Petro 7,Avenida Via Rapida Poniente No. 13002,Tijuana,Baja California,""22320"",ZM Tijuana,,,,,"
"1722,""6227 | (Maya del Norte (Vialidad 90 y Vialidad CH-P))"",Petro 7,Avenida Vialidad Ch-P No. 8812,Chihuahua,Chihuahua,""31416"",ZM Chihuahua,""5_Chih_ua"",8.075,8.02,28.60008,-106.1024"
"21020,""6236 | (SALIDA A CUAUHTEMOC)"",Petro 7,"""",Chihuahua,Chihuahua,""31150"",ZM Chihuahua,""5_Chih_ua"",8.075,8.13,28.51226692,-106.18395266"
"490,""6183 | (Las Industrias (Prol. Carlos Pacheco y Canal))"",Petro 7,Prolongación Carlos Pacheco No. 701,Chihuahua,Chihuahua,""31000"",ZM Chihuahua,""6_Chih_ua"",8.235,7.94,28.65146,-106.0694"
"1286,""6181 | (Platino (Av. De Las Industrias))"",Petro 7,Avenida Industrias No. 6306,Chihuahua,Chihuahua,""31150"",ZM Chihuahua,""6_Chih_ua"",8.235,8.14,28.67927,-106.089"
"524,""6185 | (Tecnologico y Pascual Orozco (La Cima))"",Petro 7,Avenida Tecnológico No. 2901,Chihuahua,Chihuahua,""31200"",ZM Chihuahua,""6_Chih_ua"",8.235,8.33,28.66151,-106.0861"
"1672,""6226 | (Lisboa y Canal)"",Petro 7,Lisboa No. 1201,Chihuahua,Chihuahua,""31065"",ZM Chihuahua,""6_Chih_ua"",8.235,8.46,28.63609,-106.0852"
"572,""6186 | (Plaza Vistas (Av. De La Juventud y Paseos Vistas del Sol))"",Petro 7,Periférico de La Juventud No. 3709,Chihuahua,Chihuahua,""31217"",ZM Chihuahua,""3_Chih_ua"",8.36,8.34,28.62766,-106.1183"
"7862,""6230 | (Periferico de la Juventud y Hacienda los Morales)"",Petro 7,Lateral Periférico de La Juventud Esquina Con Hacienda de Los Morales No. 2004,Chihuahua,Chihuahua,""31217"",ZM Chihuahua,""3_Chih_ua"",8.36,8.34,28.63716,-106.1226"
"10767,""6264 | (Ferrari)"",Petro 7,Avenida de La Juventud No. 4300,Chihuahua,Chihuahua,""31115"",ZM Chihuahua,""3_Chih_ua"",8.36,8.38,28.65333,-106.1304"
"19903,""6254 | (Cantera)"",Petro 7,Avenida Cantera No. 9911 Esquina Con Avenida Villa Toscana,Chihuahua,Chihuahua,""31115"",ZM Chihuahua,""3_Chih_ua"",8.36,8.39,28.64658,-106.1423"
"1291,""6217 | (Guillermo Prieto Lujan)"",Petro 7,Avenida Guillermo Prieto Luján No. 1002,Chihuahua,Chihuahua,""31137"",ZM Chihuahua,""7_Chih_ua"",8.37,8.34,28.74398,-106.1339"
"19325,""6253 | (Cimarrón)"",Petro 7,Avenida Desarrollo No. 2801 Esquina Con Retorno Impulso,Chihuahua,Chihuahua,""31183"",ZM Chihuahua,""7_Chih_ua"",8.37,8.4,28.74625,-106.1591"
"1661,""6225 | (Cumbre (Blvd. Juan Pablo II y Pacheco))"",Petro 7,Prolongación Avenida Pacheco No. 1905,Chihuahua,Chihuahua,""31380"",ZM Chihuahua,""2_Chih_ua"",8.395,8.34,28.62343,-106.0295"
"10549,""6182 | (K.O.P. (Blvd. Jose Fuentes Mares))"",Petro 7,Boulevard J. Fuentes Mares No. 7808,Chihuahua,Chihuahua,""31080"",ZM Chihuahua,""2_Chih_ua"",8.395,8.45,28.62065,-106.0337"
"4937,""6224 | (Av. Tecnológico y Calle Cd Guerrero (Fitzmaurice II))"",Petro 7,Avenida Tecnológico No. 11708,Chihuahua,Chihuahua,""31107"",ZM Chihuahua,""9_Chih_ua"",8.45,8.37,28.69941,-106.1207"
"480,""6184 | (Universidad (Campo del Norte y Miguel El Grande))"",Petro 7,A. Campo del Norte No. 10145,Chihuahua,Chihuahua,""31124"",ZM Chihuahua,""9_Chih_ua"",8.45,8.45,28.70224,-106.1422"
"478,""6180 | (Mas (Av. De la Juventud))"",Petro 7,Periférico de La Juventud No. 9701,Chihuahua,Chihuahua,""31124"",ZM Chihuahua,""9_Chih_ua"",8.45,8.45,28.68869,-106.1335"
"615,""6109 | (Revolucion y Nonoalco)"",Petro 7,Avenida Revolución No. 775,Benito Juárez,Ciudad De México,""3700"",ZM Valle de México,""0_Ciud_co"",9.1,9.1,19.38079,-99.18764"
"537,""6163 | (Villada y Calle Ferrocarril Hidalgo)"",Petro 7,Avenida Vicente Villada Esquina Ferrocarril Hidalgo,Gustavo A. Madero,Ciudad De México,""7460"",ZM Valle de México,""1_Ciud_co"",8.92,8.92,19.47922,-99.10912"
"472,""6095 | (Eficiente y Calzada de San Lorenzo)"",Petro 7,Avenida San Lorenzo Tezonco No. 429,Iztapalapa,Ciudad De México,""9850"",ZM Valle de México,""2_Ciud_co"",8.75,8.75,19.3335,-99.07513"
"814,""6301 | (SAN ANTONIO)"",Petro 7,Km 23.5 Carretera Puerto de Flores S/N,Arteaga,Coahuila De Zaragoza,""25370"",ZM Saltillo,""4_Coah_za"",8.35,8.16,25.27493,-100.5909"
"436,""6092 | (Nueva Arteaga)"",Petro 7,Carretera México - Piedras Negras Km 13.5,Arteaga,Coahuila De Zaragoza,""25320"",ZM Saltillo,""4_Coah_za"",8.35,8.26,25.42695,-100.8062"
"434,""8962 | (Arteaga)"",Petro 7,Boulevard Los Fundadores No. 850,Arteaga,Coahuila De Zaragoza,""25000"",ZM Saltillo,""4_Coah_za"",8.35,8.37,25.44611,-100.846"
"13581,""6178 | (Carr. Libre-Monterrey)"",Petro 7,Libramiento Prof. Oscar Flores Tapia No. 2183,Arteaga,Coahuila De Zaragoza,""25354"",ZM Saltillo,""4_Coah_za"",8.35,8.42,25.45824,-100.8963"
"471,""6101 | (Lazaro Cardenas)"",Petro 7,Calzada Lázaro Cárdenas No. 511-A Y Rebollo Acosta,Gómez Palacio,Coahuila De Zaragoza,""35064"",ZM La Laguna,""10_Coah_za"",7.915,7.46,25.56364,-103.4788"
"23042,""6250 | Boulevard Carlos Herrera (Teletón)"",Petro 7,ERNESTO HERRERA ZAVALA,Gómez Palacio,Coahuila De Zaragoza,""35140"",ZM La Laguna,""10_Coah_za"",7.915,7.69,25.5763,-103.4715"
"528,""6097 | (Av. Ejercito Mexicano y Av. Del Consuelo)"",Petro 7,Boulevard Ejercito Mexicano No. 405,Gómez Palacio,Coahuila De Zaragoza,""35015"",ZM La Laguna,""10_Coah_za"",7.915,7.87,25.59509,-103.4854"
"622,""6139 | (Ipiranga I (Libramiento Periferico Torreón-Gomez Lerdo I))"",Petro 7,Periférico Torreón - Gómez - Lerdo Km 4.5,Gómez Palacio,Coahuila De Zaragoza,""35070"",ZM La Laguna,""10_Coah_za"",7.915,7.96,25.59786,-103.4968"
"543,""6140 | (Ipiranga II (Libramiento Periferico Torreón-Gomez Lerdo II))"",Petro 7,Periférico Torreón - Gómez-Lerdo Km 4.5,Gómez Palacio,Coahuila De Zaragoza,""35070"",ZM La Laguna,""10_Coah_za"",7.915,8.3,25.5994,-103.4968"
"438,""6089 | (Nazario Ortiz)"",Petro 7,Boulevard Manuel Acuña No. 500,Ramos Arizpe,Coahuila De Zaragoza,""25208"",ZM Saltillo,""11_Coah_za"",8.35,8.35,25.53754,-100.9463"
"496,""6145 | (Cañon Colorado)"",Petro 7,Carretera Saltillo- Monterrey Km 26,Ramos Arizpe,Coahuila De Zaragoza,""25900"",ZM Saltillo,""14_Coah_za"",8.9,8.84,25.61303,-100.8398"
"764,""6295 | (DERRAMADERO)"",Petro 7,Carretera Estatal a Gral. Cepeda No. 2731,Saltillo,Coahuila De Zaragoza,""25324"",ZM Saltillo,""12_Coah_za"",7.405,7.2,25.2563,-101.1169"
"525,""6087 | (La Encantada)"",Petro 7,Carretera a Zacatecas Km 18.5 S/N,Saltillo,Coahuila De Zaragoza,""25320"",ZM Saltillo,""12_Coah_za"",7.405,7.61,25.26543,-101.0904"
"604,""6085 | (Narro)"",Petro 7,Calzada Antonio Narro No. 3370,Saltillo,Coahuila De Zaragoza,""25085"",ZM Saltillo,""15_Coah_za"",8.125,7.29,25.38988122,-101.02057309"
"530,""6028 | (Corona y Abasolo)"",Petro 7,Mariano Abasolo No. 916,Saltillo,Coahuila De Zaragoza,""25000"",ZM Saltillo,""15_Coah_za"",8.125,7.42,25.424,-100.9894"
"559,""6088 | (Las Flores II)"",Petro 7,Periférico Luis Echeverría No. 2502,Saltillo,Coahuila De Zaragoza,""25069"",ZM Saltillo,""15_Coah_za"",8.125,7.62,25.38848,-100.9898"
"619,""6174 | (Colosio y Valdes Sanchez)"",Petro 7,Boulevard Jesús Valdés Sanchez No. 1541,Saltillo,Coahuila De Zaragoza,""25034"",ZM Saltillo,""15_Coah_za"",8.125,7.64,25.44151,-100.9274"
"527,""6090 | (Campestre)"",Petro 7,Autopista Saltillo - Monterrey No. 9140,Saltillo,Coahuila De Zaragoza,""25207"",ZM Saltillo,""15_Coah_za"",8.125,7.9,25.50189,-100.9627"
"741,""6297 | (BRISAS)"",Petro 7,Boulevard Isidro López Zertuche No. 5851,Saltillo,Coahuila De Zaragoza,""25000"",ZM Saltillo,""15_Coah_za"",8.125,8.05,25.48155,-100.9835"
"485,""6086 | (Industrial)"",Petro 7,Boulevard Isidoro López Zertuche No. 5950,Saltillo,Coahuila De Zaragoza,""25210"",ZM Saltillo,""15_Coah_za"",8.125,8.08,25.48239,-100.9813"
"612,""6015 | (Luis Echeverria)"",Petro 7,Periférico Luis Echeverría No. 2843,Saltillo,Coahuila De Zaragoza,""25298"",ZM Saltillo,""15_Coah_za"",8.125,8.08,25.45015,-100.998"
"456,""8658 | (Rufino Tamayo)"",Petro 7,Boulevard Nazario Ortiz Garza S/N Esquina Rufino Tamayo,Saltillo,Coahuila De Zaragoza,""25000"",ZM Saltillo,""15_Coah_za"",8.125,8.12,25.45598,-100.9761"
"23251,""6240 | (EL CHIFLON II)"",Petro 7,CARRETERA SALTILLO - TORREON NUM. 12020,Saltillo,Coahuila De Zaragoza,""0"",ZM Saltillo,""15_Coah_za"",8.125,8.13,25.4561,-101.1042"
"488,""8662 | (Valle Real)"",Petro 7,Boulevard Cuauhtémoc No. 684,Saltillo,Coahuila De Zaragoza,""25205"",ZM Saltillo,""15_Coah_za"",8.125,8.21,25.47087,-100.9607"
"620,""8672 | (Ex-Hda. Los Rdz)"",Petro 7,Boulevard Venustiano Carranza S/N,Saltillo,Coahuila De Zaragoza,""25206"",ZM Saltillo,""15_Coah_za"",8.125,8.21,25.490101,-100.96777"
"740,""6300 | (METROPOLITANA)"",Petro 7,Periférico Luis Echeverría Álvarez No. 2450,Saltillo,Coahuila De Zaragoza,""25022"",ZM Saltillo,""15_Coah_za"",8.125,8.25,25.41525,-100.975"
"476,""6023 | (Fundadores)"",Petro 7,Boulevard Centenario de Torreón No. 7025,Saltillo,Coahuila De Zaragoza,""25019"",ZM Saltillo,""15_Coah_za"",8.125,8.3,25.43487,-100.9133"
"459,""8665 | (Carr. A Torreon)"",Petro 7,Periférico Luis Echeverría No. 1824,Saltillo,Coahuila De Zaragoza,""25113"",ZM Saltillo,""15_Coah_za"",8.125,8.46,25.45446,-101.0064"
"446,""6017 | (Noruega)"",Petro 7,Boulevard Venustiano Carranza No. 3932,Saltillo,Coahuila De Zaragoza,""25230"",ZM Saltillo,""15_Coah_za"",8.125,8.5,25.45791,-100.9836"
"519,""6165 | (Vito Alessio Robles)"",Petro 7,Boulevard Vito Alessio No. 4071,Saltillo,Coahuila De Zaragoza,""25100"",ZM Saltillo,""15_Coah_za"",8.125,8.54,25.47064,-100.995"
"646,""6299 | (Plaza Industrial)"",Petro 7,Boulevard Vito Alessio Robles No. 3506 Fraccionamiento Plaza Industrial,Saltillo,Coahuila De Zaragoza,""25100"",ZM Saltillo,""15_Coah_za"",8.125,8.71,25.46486,-100.9964"
"771,""6298 | (TOREO)"",Petro 7,Boulevard Jesús Valdés Sánchez No. 2911,Saltillo,Coahuila De Zaragoza,""25298"",ZM Saltillo,""4_Coah_za"",8.35,8.33,25.44261,-100.9147"
"752,""6296 | (LIBRAMIENTO JLP)"",Petro 7,Libramiento Oscar Flores Tapia Y Carretera 57 S/N Fraccionamiento El Llano,Saltillo,Coahuila De Zaragoza,""25167"",ZM Saltillo,""4_Coah_za"",8.35,8.47,25.44036,-100.8894"
"1280,""6167 | (Higueras)"",Petro 7,Carretera Monterrey - Saltillo No. 25500,Saltillo,Coahuila De Zaragoza,""25933"",ZM Saltillo,""14_Coah_za"",8.9,8.96,25.63323,-100.7989"
"10547,""6218 | (Blvd. Independencia Oriente y Arocena)"",Petro 7,Boulevard Independencia No. 501 Oriente,Torreón,Coahuila De Zaragoza,""27140"",ZM La Laguna,""10_Coah_za"",7.915,7.65,25.55189,-103.4446"
"565,""6098 | (Colon y Allende)"",Petro 7,Avenida Allende Esquina Colon S/N Segundo de Cobián,Torreón,Coahuila De Zaragoza,""27000"",ZM La Laguna,""10_Coah_za"",7.915,8.14,25.54146,-103.4483"
"9439,""6262 | (Monaco y Constitucion)"",Petro 7,Boulevard Constitución No. 1765,Torreón,Coahuila De Zaragoza,""27110"",ZM La Laguna,""10_Coah_za"",7.915,8.18,25.56874,-103.4337"
"470,""6134 | (Diagonal Reforma y Francisco Marquez)"",Petro 7,Boulevard Diagonal Reforma No. 2300,Torreón,Coahuila De Zaragoza,""27020"",ZM La Laguna,""7_Coah_za"",8.23,7.65,25.54993,-103.4232"
"577,""6096 | (Blvd. Torreón-Matamoros)"",Petro 7,Boulevard Torreón - Matamoros No. 9100,Torreón,Coahuila De Zaragoza,""27400"",ZM La Laguna,""7_Coah_za"",8.23,8.07,25.53419,-103.3228"
"529,""6102 | (Ave. Prolongación Juaréz y Libertad)"",Petro 7,Lt. 1 Mz. 2 Prolongación Juárez S/N,Torreón,Coahuila De Zaragoza,""27083"",ZM La Laguna,""7_Coah_za"",8.23,8.23,25.53979,-103.3584"
"1288,""6219 | (Blvd. Rodriguez Triana y Paseo del Tecnologico)"",Petro 7,Boulevard Rodríguez Triana No. 717 Sur,Torreón,Coahuila De Zaragoza,""27250"",ZM La Laguna,""7_Coah_za"",8.23,8.48,25.51707,-103.3903"
"10546,""6220 | (Villas La Merced)"",Petro 7,Calzada Diagonal de Las Fuentes No. 10,Torreón,Coahuila De Zaragoza,""27295"",ZM La Laguna,""7_Coah_za"",8.23,8.49,25.5072,-103.4001"
"3002,""6272 | (Servicio Elizondo)"",Petro 7,Conocido Ejido Ana Antigua Carretera a San Pedro No. 55,Torreón,Coahuila De Zaragoza,""27410"",ZM La Laguna,""1_Coah_za"",8.625,8.6,25.5968,-103.3818"
"9442,""6263 | (Encinos)"",Petro 7,Paseo de La Nogalera No. 724,Torreón,Coahuila De Zaragoza,""27420"",ZM La Laguna,""1_Coah_za"",8.625,8.65,25.60405,-103.4003"
"23695,""6159 | (Patria y Colón)"",Petro 7,AV. PATRIA NO. 2757 ESQUINA AV. COLON COLONIA EL SAUZ SECTOR JUAREZ GUADALAJARA JALISCO. C.P. 44987,Guadalajara,Jalisco,""0"",ZM Guadalajara,""0_Jali_co"",8.45,7.8,20.62619,-103.3871"
"9496,""6267 | (Toltecas)"",Petro 7,Cl Gobernador Curiel No. 3467,Guadalajara,Jalisco,""44990"",ZM Guadalajara,""0_Jali_co"",8.45,8.89,20.62228,-103.3462"
"2297,""6315 | Bilbao"",Petro 7,Circunvalación División de Norte No. 1116,Guadalajara,Jalisco,""44220"",ZM Guadalajara,""1_Jali_co"",8.62,8.19,20.70651,-103.3493"
"11951,""6256 | (Federalismo Centro)"",Petro 7,Morelos 785-A Y Pedro Moreno No. 766-A,Guadalajara,Jalisco,""44100"",ZM Guadalajara,""1_Jali_co"",8.62,8.62,20.6761,-103.3551"
"8193,""6309 | (SAN SEBASTIANITO)"",Petro 7,Periférico Sur 6810,San Pedro Tlaquepaque,Jalisco,""45602"",ZM Guadalajara,""5_Jali_co"",8.38,8.29,20.58796,-103.3846"
"19682,""6151 | (Prol. 8 de Julio)"",Petro 7,Avenida Prolongación 8 de Julio No. 2055,San Pedro Tlaquepaque,Jalisco,""45602"",ZM Guadalajara,""5_Jali_co"",8.38,8.38,20.57514,-103.3896"
"546,""6059 | (Periferico Sur antes Iteso)"",Petro 7,Periférico Sur No. 8745,San Pedro Tlaquepaque,Jalisco,""45235"",ZM Guadalajara,""5_Jali_co"",8.38,8.5,20.61091,-103.4194"
"23681,""6156 | (ISLA RAZA Y CRUZ DEL SUR)"",Petro 7,AV CRUZ DEL SUR 3680,San Pedro Tlaquepaque,Jalisco,""0"",ZM Guadalajara,""0_Jali_co"",8.45,8.45,20.63644,-103.3967"
"518,""7341 | (La Tijera)"",Petro 7,Carretera Guadalajara - Morelia Km 3.5,Tlajomulco De Zúñiga,Jalisco,""45640"",ZM Guadalajara,""10_Jali_co"",8.155,7.97,20.5867,-103.4448"
"512,""7378 | (Tlajomulco)"",Petro 7,Carretera México - Guadalajara,Tlajomulco De Zúñiga,Jalisco,""45645"",ZM Guadalajara,""10_Jali_co"",8.155,8.34,20.54878,-103.4711"
"623,""8837 | (Cajititlan)"",Petro 7,Carretera a Cajititlán No. 200,Tlajomulco De Zúñiga,Jalisco,""45640"",ZM Guadalajara,""8_Jali_co"",8.74,8.39,20.45484,-103.2512"
"549,""7480 | (Autopista Mexico)"",Petro 7,Autopista Guadalajara - Zapotlanejo S/N,Tonalá,Jalisco,""45400"",ZM Guadalajara,""8_Jali_co"",8.74,8.74,20.62028,-103.2741"
"452,""7475 | (Autopista Tonalá)"",Petro 7,Las Torres No. 55,Tonalá,Jalisco,""44130"",ZM Guadalajara,""8_Jali_co"",8.74,8.86,20.61732,-103.2545"
"23696,""6161 | (Patria y clouthier)"",Petro 7,AVENIDA PATRIA S/N ESQUINA AVENIDA MANUEL J. CLOUTHIER,Zapopan,Jalisco,""0"",ZM Guadalajara,""1_Jali_co"",8.62,8.21,20.65988,-103.4233"
"10548,""6177 | (Ouropreto)"",Petro 7,Carretera Guadalajara-Nogales Km 13.90,Zapopan,Jalisco,""45019"",ZM Guadalajara,""1_Jali_co"",8.62,8.65,20.72431,-103.5024"
"13716,""6255 | (San Juan)"",Petro 7,Avenida Lázaro Cárdenas No. 4183,Zapopan,Jalisco,""45042"",ZM Guadalajara,""1_Jali_co"",8.62,8.83,20.67408,-103.4122"
"465,""7359 | (Tec Guadalajara)"",Petro 7,Carretera a Base Aérea Militar No. 3353,Zapopan,Jalisco,""45140"",ZM Guadalajara,,,,,"
"8625,""6268 | (Domingo Diez (Servicio Altea))"",Petro 7,Avenida Domingo Diez 1302,Cuernavaca,Morelos,""62230"",ZM Cuernavaca,""1_More_os"",7.7,7.7,18.951,-99.23521"
"23043,""6202 | (Autopista Acapulco - Cuernavaca)"",Petro 7,Autopista Del Sol Mexico - Acapulco Km. 38.730,Temixco,Morelos,""62583"",ZM Cuernavaca,""0_More_os"",7.46,7.46,18.85645,-99.22026"
"484,""6135 | (San Mateo con San Juan Bosco)"",Petro 7,Calzada San Mateo No. 42,Atizapán De Zaragoza,México,""52946"",ZM Valle de México,""3_Méxi_co"",8.21,8.21,19.56659,-99.2421"
